i went into it with no real expectations of what it would be about or if i would like it or not which i think made it easier for me to swallow a lot of the cliche high school drama that was thrown throughout this book.	train	15093690
i've already got linger on reserve and can't wait to read more of sam and grace's story.	train	6244926
for the most part this worked for her.	train	3142
compared to the notebook or a walk to remember, this book is not the best.	train	3222389
"you have to ""read"" into the deeper meaning to the story which gets tiring lateron."	train	23912902
they had fun together, explored one another, and i felt like i was on an exciting adventure of falling in love, right along with them.	train	50368413
alright, first want to say i love teacher/student relationship books.	train	25207434
this review can also be found at http://chiquitablogger.wordpress.com so, first of all, this book was partially set in san francisco so yay for my town!	train	25435254
i did not care that i had a raging migraine that could've been relieved if i'd just went to sleep.	train	49812102
great range of characters.	train	24968727
they went to the tate, the tower of london, the crown jewels, the globe theater, and lots of other cool london spots, but rather than hearing about those spots we're instead stuck inside julia's self-absorbed, ridiculous head.	train	16669543
the other is the owner of a bar.	train	21763760
reading a book with a similar storyline/plot to experiences in my life was a walk through memory lane.	train	4315675
the steady pacing allows for their story to progress beautifully yet in a timely manner.	train	54013892
k: i love how the book shows how much of a community one can find online with others whom love what you do.	train	50652411
first, i have to start off by pointing out that the mc nicknames are quite interesting for lack of a better word.	train	23743714
her brother nate was fiercely protective and stood up for her and stood behind her decision when their parents showed distaste for it.	train	25216800
kind of eh.	train	40861674
i started this yesterday afternoon and finished it within hours of beginning.	train	13785503
i met ellie first, and i loved seeing how confident she was.	train	50360355
where was the soul attraction between them?	train	6777627
it was a great love story that had a very exciting story to go along with it!	train	15093690
bring on jackson, lincoln and all the oxford guys!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	train	42952552
there was so much hype about this book that i decided to give it a try, but i found it totally boring and way too long.	train	52298172
"he seemed to not notice her objection."""	train	679345
**arc provided by inkslinger pr**	train	48255762
overall , i think amy engel is a fantastic writer who can create wonderfully complex , interesting characters .:)	train	42743565
i don't like the mc (she is so messed up that i just can't even with her) but i need to see her finish this revenge story.	train	26639786
review to come.	train	42582055
he missed him.	train	18309264
i adore how martise grows as character, it's so amazing to witness her getting her power, standing up for herself, being more sure of her knowledge and skills.	train	7018843
charity jones comes to fool's gold in search of a permanent home as she begins her job as the new city planner.	train	7905321
tara truly outdid herself again and i can't wait to read what's to come!	train	41426196
and now that she's out of their shadow, i still got the feeling that she wanted to be below them.	train	25423130
the book ends with america looking at boyfriend's rather generic arrival at the door.	train	15413183
i loved how with it and confident she was when it came to the food industry; she was more than willing (and able) to put those men in their place!	train	45866218
but as jamie said, people aren't perfect and i agree.	train	23296854
mafia, arranged marriages, secrets, made men, oh my!	train	42913619
it seemed like the typical teenage story the ending was very expected.	train	7162394
each individual has such a unique voice and story but she brought them together so fluidly and it just works for me in all the most amazing ways.	train	47218639
book two..could not get here fast enough.	train	24508292
have to wait till get knee deep into the shit to see how that's going to go.	train	53297949
still, not a wrong choice if you're one of these people who has to read every book in a series; knowing kleypas, i'd be surprised if amelia's story was the best of the lot.	train	679345
as a rule do not finish books that don't appeal to me after reading 10 chapters of it, but i've been feeling belligerent lately, so i plowed through breach, despite rolling my eyes and nodding off a little too often while reading.	train	21877684
i got my questions answered...	train	45460946
good thing the feeling was totally mutually.	train	19268425
first, let me say that authors don't get to be award-winning best-sellers for writing poorly, so i'm perfectly willing to believe that nora roberts is an excellent romance writer and, if i ever decide to read a romance novel, i won't hesitate to pick up one of her books.	train	668492
i don't always hate ya contemporary.	train	43959628
this is not purely smut, you know ;) i can't wait to read the next one.	train	2352220
when parkhurts youngest discovers the two in the same room after hearing the sounds, he is convinced that piers is trying to murder charlotte and she finds herself trapped into marriage to the very man she was there to save from the same predicament.	train	47109482
looks, status, and wealth.	train	45460946
milan, in my opinion, is one of them.	train	19028791
if you are looking for ya books where the parents are involved in their children's lives, then catch a falling star is for you.	train	26232954
wish it was a little longer to finish it a littler more.	train	25971569
its a funny animation in my head when i read this book.	train	16313158
i loved slade and aspen's violent coupling.	train	41264836
the dialogue was engaging, and i enjoyed the smexy scenes and felt the pain of both julian and emmaline that they felt upon returning to london.	train	3143676
when hugh tracks him down one day to say it is safe to return home finally, daniel does and arrives just in time for the annual smythe-smith quartet musicale.	train	17868608
i did not read the synopsis for this book before reading it so i was going into it totally blind and holy water sprinklers!	train	24333050
i would love to visit notre dame, point zero, and shakespeare and company.	train	7168450
i'm too lazy.	train	24651100
i will probably read the rest of the series because i like characters who are sports professionals, but i do not think the remaining books will be as enjoyable as some of the other reads i anticipate soon.	train	13039143
the writer took a very taboo subject and created a beautiful love story between a priest and a young woman.	train	45253010
short review: this book ia a surprisingly good read.	train	21388954
so here is the review of the second book in the series.	train	21405631
curious now?	train	48249357
also she just has anal sex right off the bat without proper lubrication or foreplay.	train	26639786
it held my attention from start to finish and i read it in one sitting.	train	16441531
meant to be is one of those contemporary romances that are so hard to put down, and when i do have to go do other things i find myself just thinking about what's going to happen next!	train	16669543
chris is a good guy who will do whatever it takes to make claire happy.	train	23628994
emi is a set designer for hollywood movies!!	train	25626888
ever read a book, get to the last page and want to flip it over and start at page 1.	train	20397129
despite his instincts to thumb his nose at society, he desires that his children be accepted, so he sets his sights on a society marriage.	train	25337638
ellie is sick of being on the run and has decided it's time to go straight so she returns to the only real home she ever had - to the uncle that took her in when her parents abandoned her.	train	21799599
how to start.	train	18930582
i don't want to wait till april though for the next book.	train	22023268
i loved the way mr. boehme wrote landon's part in this story!	train	46885143
she understands it's a forbidden love and one that won't allow her to return to her previous life.	train	16650195
he tries to tell them the truth, but they don't seem to listen.	train	21809357
the moment something started out the book abruptly ended.	train	26159045
and mommy became aware of how she was putting herself at risk.	train	7162394
4/5 morgan matson can really write a ya romance!	train	24961929
the truth knocked me for a loop.	train	18094780
the vernacular is current, popular, and amusing.	train	19113823
i would have liked it more if she had left him and made him work harder for her forgiveness but not bad .	train	21842751
unbeknownst to her, delaney is about to move in with a centuries old vampire, whose grandmother arranged a potential bride for him because she's had enough of his commitment issues.	train	45341154
but it was also assuring sighfully beautiful.	train	6189055
very well written.	train	47456111
anyways ali was a good character very stupid and nieve which really saddened me considering she's a teacher and all you'd think she'd know a lot more than she does but apparently not.	train	18259538
very fast read!	train	21927322
she loves him as he is and wouldn't change a thing (except his childhood trauma, of course) about him.	train	45148202
however, i do feel like the writing was missing some depth to really make me love it.	train	23628994
much of this is explored in this book alone, and from what i understand, it's the first of a series so i'm excited to see what other parts of it are expanded on.	train	47261476
kale convinced ronnie to get past her hurt and ronnie showed kale there was life outside the army.	train	24728585
even the dowager duchess was amusing.	train	21399879
adore him.	train	20938637
but once you're drawn into the intensity and desire that is tucker and scarlett's journey, you won't notice.	train	23882640
i thought it might take a while to warm up to the hero, nev, but it really didn't.	train	18714133
i read unravel in two sittings and it was a fun escape.	train	22659457
mel was voted most likely to succeed in high school, and with the exception of a wonderful daughter, not much else has gone as she has planned since high school.	train	47431146
in fact, cormac's got his own issues to deal with.	train	21866142
definitely want to read more from this author!	train	46121871
and you feel a tug.	train	25697736
she is a fiery and extremely brave and brash woman that goes to extremes to the cause.	train	24081161
with cole being her boss, this story could have easily taken a different direction.	train	56883021
i loved their banter when they were teens.	train	42401641
can't wait to see what comes next.	train	24800673
reviewed by: justjen genre: m/m paranormal rated: 4.5 hearts check out the review at: hearts on fire reviews	train	16646256
together they are just perfect.	train	40239717
i've loved all of victoria dahl's contemporaries, but from the careful intricacy of the plotting, to the strong, yet wounded heroine, to the strength of the secondary characters, this is by far her best yet.	train	6906079
i want to see if it goes where i hope it goes (highly doubtful), but i want to read something fun and addictive so i seem to have read and am going to read a lot of heavy reads.	train	15413183
be prepared to laugh out loud and stay up all night reading this gem.	train	51992379
it's your effing stag weekend.	train	24948174
thought they aren't to nice.	train	48870448
the care and feeding of stray vampires is cute, funny and sweet.	train	18148277
i just didn't enjoy this as much as i did the first book.	train	20397129
but isn't that pretty obvious?	train	21405631
i got invested in the lives of these characters and really listened to them.	train	43959628
"i have read other books by jessica claire ""jill myles"" and liked them so i thought i would take a chance."	train	15629971
that being a slut meant you were normal.	train	45749039
"i want to love you more than i love this""--he waves his bottle--""and i don't know how else to do it unless there's something to lose."""	train	24945287
but there were times when i thought it was a little drawn out.	train	40818491
so, critiques that it was too much, aren't paying attention to the reason behind them.	train	50360385
the dumont diaries definitely satisfied my dark cravings and i'll certainly be looking forward to read more from this author.	train	55972767
it's not about the sex and love.	train	17349258
my only complaint is that i wish ms. ashley would have made a fourth book so that we could truly appreciate the relationship between abel and delilah like we were able to with the other couples of the three but also so that the battle that they faced had its own focus.	train	42705766
"forgive me, madam"" he said softly. """	train	40780371
finally ive decided to pick up and read this series and figure what the hype is all about.	train	21912533
i surprisingly enjoyed this a lot more than book 1 - though the beginning was a bit of a slow start.	train	11164541
it didn't take long to renew their passions, and then, oh, then, they wed in body, as well.	train	21405631
"""don't ever think noah's in the way."	train	21936139
abby changes a lot, from being independent to constantly having to deal with him.	train	16441531
it is pure unadulterated girlie awesomeness.	train	7332055
not totally bad for a feel good novelty read.	train	21912533
better than twilight on any old day!!!!!!! (	train	6244926
i was excited for this one.	train	41110870
i like how most of this story just focused on dixie helping church realize that he can love again.	train	50395677
it's an easy breakup on the outside.	train	21544285
two people suffering from addictions that threaten to not only destroy their relationship, but their whole lives.	train	24945287
the lower the number of your caste, the more privileged and better off you are.	train	15413183
interesting story plot, not too predictable characters ( both main and secondary ) and what an end.	train	21952704
i will definitely check out the second in the series.	train	16751534
the beginning way way to fast paced and insta attraction for me.	train	19696664
i don't do that.	train	21607771
i realize i'm hyperventilating.	train	24333050
it just didn't come across as real to me.	train	50838278
all i have to say about this book is... team maxon!!!!	train	15413183
they all just kind of run together.	train	23845708
it was sexy, thought-provoking, and well-written.	train	17302154
her characters not only come alive, they invite us in to their world.	train	51309735
she didn't change for alex or because of alex.	train	4315675
enter bax, race's former bff who's recently been released from a five year stay in prison, time he served because of something race did.	train	38777648
happy monday all!	train	25423130
the perfect christmas book - ideal for rereading to get into the festive spirit!	train	10551409
these are not the prodigies we knew in king hall and king cave, but i love them just the same.	train	33633091
wow, i loved this one better than the first book he he he ethan was so damn alpha mode all the time, but still sexy as hell...the story getting better each chapter and there was also funny moment too he he he brynne more wise this time, hope a head she will be more intelligent and smart	train	21763059
"""there wasn't anger in prophet, rather an inherent wildness that tom had no desire to tame."	train	21986908
slick's review posted on guilty pleasures book reviews 5 stars review copy provided for an honest review.	train	21868234
"the mystery part of this was well done and i loved all the bits and pieces we got of the backstory and the current ""bad guys"" so we could try and figure out what's going on."	train	25601316
she steps into a club that is so way from what she considers her norm.	train	11125793
their writing style just grabs at you and always finds a way to make your heart happy.	train	41852426
i think it'd be one thing if shawn was gay/bi to begin with and was interested in derek.	train	43138453
she was very insensitive at the beginning, but then she was supposed to be.	train	25783143
but i felt the focus had shifted from liberty's journey to explaining which man was right for her, almost a bit of show and tell, to me as a reader.	train	1823893
and xander *swoons* sweet cinnamon roll!	train	20938637
reviewed for www.kiltsandswords.com	train	43454866
bye-bye marriage, bye-bye procreation.	train	6777627
i did a bad thing and compared this to tangled and it left me feeling underwhelmed.	train	42492108
and if i did not have book two standing by to read, i would have been seriously pissed off.	train	21986908
i thought he was sweet and loving, perhaps a bit unaware of how he came across but it is to be expected in a alpha.	train	32011648
loren is a elven prince with much love for his dwindling species... no thanks to his brother.	train	26567950
i had forgotten how exciting her books are.	train	25387113
she already has connections there, but when she arrives, it's undercover and on the deep down-low.	train	44737724
to really find out what she loves and the type of person she wants to be.	train	26102134
there are some scenes that are troublesome.	train	17499464
that's two of my least favorite things.	train	41954714
and then there's jared.	train	25420107
we have electric friends for that!	train	21763059
i tried (not too hard, but i did!).	train	41347747
dear authors - readers hate cliffhangers!	train	531712
the family dinner alone was a hilarious riot thanks to precious little mckenzie.	train	25205902
i know there are readers out there that love this type of novel and i'm not going to put them down for their taste, to each their own.	train	42912504
kodiak's claim started with a bang.	train	42064123
i read one line of dialogue that betsy said and almost spit out a mouthful of cereal laughing!	train	1791813
my only complaint is that i wish the book cover and the title were better.	train	7168450
his mercurial behaviour and all the mixed signals he keeps giving her only act to confuse her further and bruise even more her already ailing self-confidence.	train	26654777
it will heighten your senses, pushed your vitals up and set your adrenaline pumping - my heart had gone over drive reading this part of the story.	train	39567891
nothing horrible except it totally lacked in romance and was boring!	train	52546374
thanks for another amazing book penny.... now when is the next one coming out?	train	25262256
after reading the apple orchard, this will not be my last susan wiggs' book.	train	18171290
then, there's bianca's best friends: jess and casey are wonderful, casey especially.	train	7162394
"he rolled his heavy shoulders and turned to walk over to the hooks on the wall that held his discarded clothes. """	train	47288664
it's nice to see this genre expanding just beyond romanticizing situations like these.	train	24945287
free's evocation of the causes of victorian suffragettes, social justice crusaders and women's right activists (loved the shout-out to josephine butler) is spot-on.	train	24081161
then a series of misunderstandings happened and now she's in his office and says their engagement is still on.	train	46235584
it's sweet, it's sexy, it's a delightful quickie.	train	49490176
way too laid-back and terribly easy on the eyes... is he truly the alpha alice is searching for?	train	25781890
after spending the better part of a month getting to know one another as rhys recuperated from the train accident, helen had a good feel for how things would be with him.	train	46235584
she's got a hefty student loan due, so she agrees to help her bestie out by taking tickets at the door of redemption, a local underground gym/mma fight club.	train	24526767
it's not like i couldn't relate, i could, but that's the problem, it wasn't relevant to her characters generation.	train	21365702
i would recommend to read the first three books in the series befor.	train	54711950
i usually don't like when books switch povs off and on throughout the book but i really loved how the author switched from sam's to grave's pov.	train	6244926
despite the big age difference, their attraction for each other didn't falter.	train	23751939
he's the right a**hole!!!!	train	43191048
this story drops you into the relationship between galen and melissa after it has already happened, and she's very far along into her pregnancy... so make sure you read the synopsis so you know what is going on because the flashbacks of their history are very brief.	train	55656990
though, i would have preferred alosa to have resorted to it faster.	train	46636002
it was suggested at our first meeting and came in as the second best plot summary, and we all finished the first book so quickly, so we all agreed to go ahead and read scoring wilder.	train	41113081
i declare kasie west the queen of banter, because they are fantabulous at it.	train	26479163
i love how josh is with cara and makes her realize her beauty.	train	25442630
i've always loved reading debbie's christmas books and this is now my second favorite, after starry night!	train	48769160
although at times it was hard to watch caleb's nefarious plans for livvie unfold, somehow i felt sorry him (and livvie too, but that's a given).	train	17499464
there's something to be said about someone who brings levity in the face of the apocalypse.	train	1702757
they've grown together.	train	49812105
sadly the ending just got me so broken (as if i'm ella).	train	48870448
now this is not for the young, and is strictly adult only, so keep that in mind.	train	19696664
i liked that he had people he trusted enough with his money and his career.	train	25746717
first loves.	train	10551409
she started out extremely shy (to the point that she didn't confront jason one time over something that annoyed her in five years) but thanks to a giant swarm of bees, her and her neighbor from hell decided they actually liked each other!	train	16313158
i think it was written so moderately that i never stop to reevaluate what i last read.	train	6777681
the things they talked about and bonded over were just absolutely on ridiculously adorable levels!	train	50446813
the story was very predictable.	train	22659457
wouldn't maddy be more likely to shout and scream to begin with?	train	26540216
for some members of the unit it's a curse since they can't control their shifts, but for eli chance, who's harbored a life long secret ability of elemental shifting (he can turn himself into fog, smoke, or mist at will), it's a blessing in disguise because now he no longer has to hide his paranormal powers and can blame the chemical that impacted his merc buddies.	train	3973772
the first big issue for me was the mother daughter relationship in the book.	train	26540216
way too many f words used throughout this book, which is why i only rated it three starts instead of four or five.	train	531712
noah wants his brothers back.	train	15093690
low on drama, high on maturity.	train	43207111
i mean, you said it one and i got it, man.	train	25421757
everything is crashing down around me.	train	20397129
the beginning has a little detailed interaction between jason and another woman which i would have preferred to not have been given such an up close view of, but it was necessary to the story.	train	46154294
she also finds out the biggest rule - don't touch james.	train	42581413
i already read the first three so i felt like i was reading the same book i had already read.	train	45460946
so, i didn't predict michael's downward spiral.	train	45158379
i don't like how she wrapped it up.	train	42484814
ever since meeting the yummy cherry-sucker eating trey in backstage pass, i knew i wanted his story the most.	train	17843610
the romance in this book was fantastic.	train	48003283
she's nothing like the woman he typically is attracted to.	train	42803435
"one star because there's no rating for ""attempted rape is not love you sick fucks."""	train	14188292
he is the poster boy for nerdy, sweet and super sexy all rolled into one.	train	41246718
i loved the direction sawyer took sugar rush in laying all of sela and bennett's cards out on the table, some revelations came as a surprise and provided much-needed insight.	train	47750522
going to college she thought she had everything figured out until she didn't.	train	50722999
i love both of them because they are both super smart but quirky amazing people.	train	24673151
* i thought maybe we'd get a bit more insight into christian and elena's relationship.	train	45460946
what had looked like a love that was too strong, too destined to end, has ended.	train	10706553
they understand the ability to forsee the future is a great responsibility and burden.	train	208772
weird, unsual first name?	train	6777627
i'm a sucker for that edward cullen-esque unhealthy, obsessive, unrealistic kind of romance and i was not disappointed.	train	16441531
right now.	train	16200376
on to the next one.	train	16441531
overall i did enjoy this book.	train	1032900
another great book by katie mcgarry and perfect for anyone who thrives on intense ya contemporary novels.	train	44986983
i look forward to reading more by leigh.	train	53839114
but, these are still good characters who, in a different setting, might have worked even better for me.	train	42029059
i must say that all good things must really come to an end.	train	21943963
i liked a lot of his books, and i even loved some of them.	train	6588800
- steamy scenes!	train	24160977
so when i was starting to really get into it, what happens?	train	42942273
they are both distraught at the end of his leave, but at this stage, both believe they can sustain a loving relationship while he is posted abroad.	train	3222389
the recommendations were right, this is awesome.	train	24803707
i feel that abbie did a number on him and has basically ruined him for everybody else.	train	22624455
the constant back and forth motion of the main character's feelings made me feel conflicted because of her sudden change every single time.	train	15880369
such a great spread of characters, you love them all.	train	22439234
it is a story about rediscovery, renewal and forgiveness.	train	25273781
i just can't get enough kinsella.	train	51414129
"abby's review 5 stars ""they're all looking to be the one.... the one who makes me want to take a chance on a real relationship."	train	42876379
i really enjoyed this book, especially the world!!!	train	15413183
although only my 4th taylor jenkins reid... i am a fan!!!!	train	47225899
no way would readers understand.	train	42492108
who am i kidding, i love it either way.	train	13686547
needless to say where she went left me satisfied, awe-struck, and even a little sad - but in a good way.	train	10706553
david levithan's words are always thoughtful and beautifully and emotionally descriptive.	train	12922551
it wasn't going to simply be resolved and i can identify with her sudden crushing disappointment when realising he was her mate and she might not now have a happy family of her own because she thinks he hates her.	train	49250379
they never stay overnight.	train	16441531
she learns fairly quickly that men, no matter their age want her and will provide her with an extravagant life if she gives them her body.	train	40865229
managed to read it all in a day, it kept me intrigued that much!	train	15413183
only one issue, it starts out as one thing and turns into something else.	train	18202488
"if you have read about this hot rock star we should have hear a loud and incredulous: ""what?!""."	train	25216800
the world building is clever and i like both the alternate history steampunk twist and the variation on vampires and werewolves here.	train	19058959
so quinn takes it upon herself to track him down planning on just seeing him, not meeting, not talking, however things happen and she does meet him and everything explodes after that.	train	24510841
i'm starting to notice the trend of her writing and ideas, and i don't really care for it.	train	19804206
i also don't like the fact that there's a lot of sex mentioned here.	train	14147661
i mean, c'mon, they have two kids.	train	24162053
i did find that towards the end i was anticipating a lot of what happened but it didn't detract from the story.	train	15140114
you will not be disappointed.	train	42401641
nothing more.	train	26121313
only the first part of the series really could be used to describe their relationship because they both became aggressively mushy after that.	train	44669712
the mystery and the story itself was very good though.	train	1830610
it picked up again after they were redeployed and really had my attention right until the end.	train	7119571
it almost felt as though i'd gone back to wrath's story when too many other things were introduced for the main man to stand up and shine.	train	1928049
i really couldn't get into this book so i decided to stop.	train	16441531
2 stars because i actually liked the characters but not the story.	train	10706211
jason is haley's next door neighbor from hell, but in truth he really is a fun and misunderstood kind of guy.	train	16313158
i wanted to hear more about the events following the end of filming and the movie's opening.	train	45656922
but, in this book, whining about something and being complicated about it will only give you a headache.	train	17271423
5 amazing stars !!!!	train	53782213
in this case, i wish there's an app that lets me reach through this kindle and bitch slap the main characters for pissing me off.	train	22624455
the good: the story concept is interesting and the characters are likable.	train	15413183
5) there are rebels attacking the palace....and america is not the one leading them.	train	15413183
come the day she finds of her fathers passing, she rebels in the freedom she finally feels, instead of mourning his loss.	train	23851721
four wild stars.	train	18202488
i can't relate to any of them.	train	16441531
5 'twisted' stars	train	49952105
nate and prescott are complex characters, poor/rich, lost/found, with purpose/without purpose.	train	50702865
i just wanted to keep reading.	train	26649564
her stories are so wonderful and with feeling.	train	52548809
brishen was the youngest prince of many and not very important to the king and ildiko is the niece of her people's king, and only good for treaties.	train	40780371
this book infuriates me.	train	1268663
in a book it's a trigger for me.	train	21934742
"she's always wanted marriage and she's always wanted children."""	train	1820060
gosh, if the next two books are going to put me through this hell again, i don't know how my ipad, let alone i, will be able to come out of the series unscathed.	train	17349258
i loved this book.	train	17203534
a wedding hookup that almost broke my heart!	train	41347747
i loved her in the first book.	train	20397129
a super secret black ops group masquerades as a motorcycle gang.	train	18259538
loved this!!	train	43191048
and vy wants robert to know that fate chooses the perfect match, and this is it.	train	40168802
why did anna choosing to go to mexico enable bennett to come back to her?	train	16038004
the story follows three main characters - scarlet, nathan, and miranda - and splits the pov between the three.	train	24349246
i have been so eager to read this book because this is sebastian's son.	train	50618062
ms. hoyt is a true master at pulling me into her story, even when i fought it.	train	46829059
as alex teaches sutton the art of hockey he starts to gain back his passion for the game.	train	41047385
owh, the governess named was anne wynter.	train	17868608
i'm a sucker for happily ever afters so yeah.	train	21388954
'he'd never been happier in his life.	train	45148202
it was a story that clings to your heart with two families that are both scratching at the surface of life to live a full and happy life, but with unfortunate events they are drown in sadness and helplessness.	train	26540216
however, don't expect much of it and you'll enjoy it very much.	train	21943079
this story features a heroine who is a classic l.a. casey female antagonist - hot headed, stubborn and full of attitude!	train	43001866
lev (which i think is pronounced leev, but i'm not sure and it bugs me) is in the water after his yacht goes down.	train	7085204
i think it would have helped if i knew more about them, like more info about their background, personality, etc.	train	21734801
4.5 sexy scottish stars promises....sometimes they are made with the best intentions.	train	43454866
it's clear silence has failed, and may actually be speeding up all of the issues that had driven the psy to create silence in the first place.	train	6227529
she was bratty and conceided for the majority of the book, but once her brother left and her mother had a heart attack, she just decided to have a change of heart.	train	42484814
quick basic facts: genre: - (na) contemporary romance series: - series, book two love triangle? -	train	49812102
i tried the audio version of this book, but found that the print version was better suited to the book.	train	10261814
i know i might be asking too much from a starting author, but if courtney milan can deliver so can julie james, with a little practice.	train	6836876
well, proudly i'd say that i've finished this book, and i love every second of reading it!	train	13785503
it's what makes her books a onclick for me.	train	53398287
chase on the other hand was wonderful.	train	6906079
it could really go on and on, and i wouldn't get tired of reading about the boys of 'sole regret'.	train	21418299
although she didn't specifically show it, i turned the last page feeling certain that trevor and haven have a fabulous future ahead of them.	train	25746717
i was giggling and snorting for a lot of his one liners.	train	45282421
i did like getting to know more about the pack and the inner working of what goes on with them.	train	18333602
advance e-galley provided by netgalley and the publisher for an honest opinion.	train	52107758
historically, the book also illustrated the difference in communication from the wonderful 1963 love letters to the quick 2003 text messages.	train	11340098
awesoooome!	train	41106601
crossroads was recommended by one of my favorite m/m authors.	train	45578388
he is supposed to be the dominating alpha type who always gets what he wants, but through the entire book he is really nothing but a coward.	train	21805183
this is my first time reading this author.	train	18516336
i wasn't sure if i would like this book when i saw it, but i downloaded the sample and was drawn in.	train	40780371
i can't wait to find out what happens next!	train	6838626
"tom was literally shaking with fear about this ""bull-like"" guy, about how law might force him and how he might 'fuck' the gay guy as a payment for giving tom the chance to thumb his nose at his ex."	train	10147472
the sex scenes were just perfect.	train	16393328
"boldfaced kindness"" "" how odd to be made of flesh, balanced on bone, and filled with a soul you've never met"""	train	42942273
"it's just him and me, and one of us will get you in the end; and i can't decided who's worse off."" ("	train	20397129
